config_id,strategy,status,sharpe,n_trades,max_drawdown,profit_factor,cum_return,calmar,long_pct,params
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.36414823226057164,83,-0.06821799728951139,0.7928359438765997,-0.04103311713221347,-0.09537548682210742,0.4217,"{""bb_period"": 13, ""bb_std"": 2.5184, ""bw_percentile"": 61, ""lam_thresh"": 0.8755, ""lookback"": 19}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,0.11540956579413143,45,-0.031791342983278126,1.1604662718772518,0.011384284372000453,0.055522744606916,0.4889,"{""bb_period"": 33, ""bb_std"": 2.9266, ""bw_percentile"": 53, ""lam_thresh"": 0.6366, ""lookback"": 29}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,0.05789131395557923,72,-0.037192798965385965,1.0776087008615114,0.008547468843454809,0.03567538079577285,0.4583,"{""bb_period"": 34, ""bb_std"": 2.2747, ""bw_percentile"": 84, ""lam_thresh"": 0.8016, ""lookback"": 21}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.41649130881064433,29,-0.038597112740085704,0.6736169684726664,-0.024682293900368135,-0.1006821779061637,0.3793,"{""bb_period"": 36, ""bb_std"": 1.545, ""bw_percentile"": 55, ""lam_thresh"": 0.5801, ""lookback"": 57}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.518749488710297,54,-0.05802732571176472,0.6459546220683802,-0.046903566168888355,-0.12849624308583918,0.4259,"{""bb_period"": 24, ""bb_std"": 3.1557, ""bw_percentile"": 47, ""lam_thresh"": 0.3038, ""lookback"": 25}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.49245936086693715,92,-0.054546037002693226,0.760268935764661,-0.047368752991356566,-0.13808119393236654,0.4022,"{""bb_period"": 30, ""bb_std"": 1.9692, ""bw_percentile"": 44, ""lam_thresh"": 0.336, ""lookback"": 45}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.41649130881064433,29,-0.038597112740085704,0.6736169684726664,-0.024682293900368135,-0.1006821779061637,0.3793,"{""bb_period"": 29, ""bb_std"": 1.9014, ""bw_percentile"": 71, ""lam_thresh"": 0.5409, ""lookback"": 52}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.06038048955081641,178,-0.08646019509554703,0.9863132105597001,-0.00741176614785366,-0.013397376195206567,0.4438,"{""bb_period"": 27, ""bb_std"": 1.817, ""bw_percentile"": 41, ""lam_thresh"": 0.7767, ""lookback"": 57}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.41649130881064433,29,-0.038597112740085704,0.6736169684726664,-0.024682293900368135,-0.1006821779061637,0.3793,"{""bb_period"": 24, ""bb_std"": 1.7889, ""bw_percentile"": 64, ""lam_thresh"": 0.2299, ""lookback"": 53}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.41649130881064433,29,-0.038597112740085704,0.6736169684726664,-0.024682293900368135,-0.1006821779061637,0.3793,"{""bb_period"": 18, ""bb_std"": 3.2701, ""bw_percentile"": 81, ""lam_thresh"": 0.4152, ""lookback"": 44}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.6704531714245691,81,-0.10114294120515122,0.6547006906055961,-0.07179517217178222,-0.11409609154406075,0.321,"{""bb_period"": 11, ""bb_std"": 3.124, ""bw_percentile"": 39, ""lam_thresh"": 0.6582, ""lookback"": 53}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.06019064858918129,127,-0.06502974929427019,0.9810249549859626,-0.006604255385495472,-0.015866354794606238,0.378,"{""bb_period"": 11, ""bb_std"": 1.7028, ""bw_percentile"": 75, ""lam_thresh"": 0.7946, ""lookback"": 47}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.06019064858918129,127,-0.06502974929427019,0.9810249549859626,-0.006604255385495472,-0.015866354794606238,0.378,"{""bb_period"": 35, ""bb_std"": 2.0057, ""bw_percentile"": 31, ""lam_thresh"": 0.8963, ""lookback"": 15}"
HypothesisH110BollingerKyleGate_bc9371eb2641,HypothesisH110BollingerKyleGate,success,-0.3806851644270894,47,-0.0474305873464238,0.7092075057317894,-0.03323318786897189,-0.11072368719629636,0.4255,"{""bb_period"": 19, ""bb_std"": 3.2162, ""bw_percentile"": 63, ""lam_thresh"": 0.3174, ""lookback"": 55}"
